,unit,sim
0,6,0.1111111111111111
1,8,0.1111111111111111
2,12,0.0
3,15,0.0
4,16,0.0
5,17,0.0
6,19,0.0
7,21,0.0
8,22,0.0
9,28,0.0
10,31,0.0
11,35,0.0
12,37,0.0
13,38,0.0
14,39,0.0
15,40,0.0
16,41,0.0
17,45,0.1111111111111111
18,50,0.0
19,52,0.0
20,59,0.0
21,61,0.0
22,63,0.0
23,65,0.0
24,67,0.0
25,70,0.0
26,71,0.0
27,72,0.0
28,76,0.0
29,77,0.0
30,83,0.0
31,84,0.0
32,85,0.0
33,87,0.0
34,89,0.0
35,91,0.0
36,92,0.0
37,98,0.0
38,99,0.0
39,106,0.0
40,109,0.0
41,113,0.0
42,128,0.0
43,129,0.0
44,132,0.0
45,133,0.0
46,134,0.1111111111111111
47,136,0.0
48,137,0.0
49,139,0.0
50,140,0.0
51,150,0.0
52,151,0.0
53,153,0.0
54,156,0.0
55,157,0.0
56,163,0.0
57,165,0.0
58,170,0.0
59,171,0.0
60,173,0.1111111111111111
61,176,0.1111111111111111
62,179,0.0
63,181,0.0
64,183,0.0
65,185,0.0
66,191,0.0
67,192,0.0
68,197,0.0
69,198,0.0
70,203,0.0
71,204,0.0
72,209,0.0
73,213,0.0
74,214,0.0
75,215,0.0
76,224,0.0
77,225,0.0
78,226,0.16666666666666666
79,230,0.0
80,231,0.0
81,232,0.0
82,234,0.0
83,238,0.1111111111111111
84,239,0.0
85,241,0.0
86,244,0.0
87,245,0.0
88,247,0.0
89,248,0.0
90,251,0.0
91,253,0.1111111111111111
92,254,0.0
93,257,0.0
94,260,0.0
95,261,0.0
96,262,0.0
97,265,0.0
98,267,0.0
99,270,0.0
100,275,0.0
101,280,0.1111111111111111
102,283,0.0
103,284,0.0
104,285,0.0
105,287,0.0
106,288,0.0
107,290,0.1111111111111111
108,292,0.0
109,293,0.0
110,294,0.0
111,296,0.0
112,297,0.0
113,298,0.25
114,302,0.0
115,304,0.0
116,307,0.0
117,308,0.0
118,309,0.0
119,312,0.0
120,316,0.0
121,320,0.0
122,324,0.0
123,326,0.0
124,328,0.0
125,332,0.1111111111111111
126,333,0.0
127,336,0.0
128,339,0.0
129,341,0.0
130,346,0.0
131,348,0.1111111111111111
132,349,0.0
133,359,0.0
134,362,0.0
135,365,0.0
136,367,0.0
137,368,0.0
138,369,0.0
139,375,0.0
140,376,0.0
141,377,0.1111111111111111
142,378,0.0
143,380,0.0
144,382,0.0
145,385,0.1111111111111111
146,386,0.0
147,387,0.0
148,389,0.0
149,390,0.0
150,391,0.0
151,392,0.0
152,395,0.0
153,399,0.0
154,400,0.0
155,403,0.0
156,404,0.0
157,407,0.0
158,410,0.0
159,411,0.0
160,412,0.0
161,413,0.0
162,416,0.0
163,419,0.0
164,420,0.0
165,423,0.1111111111111111
166,424,0.0
167,427,0.0
168,429,0.0
169,431,0.0
170,434,0.0
171,435,0.0
172,436,0.0
173,437,0.0
174,438,0.0
175,445,0.0
176,448,0.0
177,450,0.0
178,454,0.0
179,457,0.0
180,458,0.0
181,460,0.0
182,462,0.0
183,463,0.0
184,466,0.0
185,467,0.0
186,470,0.0
187,473,0.1111111111111111
188,476,0.0
189,478,0.0
190,480,0.0
191,483,0.1111111111111111
192,486,0.0
193,487,0.0
194,491,0.0
195,495,0.0
196,497,0.0
197,498,0.0
198,499,0.0
199,500,0.0
200,501,0.0
201,502,0.0
202,506,0.0
203,507,0.0
204,510,0.0
205,511,0.0
206,512,0.0
207,514,0.0
208,515,0.0
209,516,0.0
210,522,0.0
211,523,0.0
212,524,0.0
213,525,0.0
214,527,0.0
215,528,0.0
216,529,0.0
217,533,0.0
218,534,0.0
219,536,0.0
220,537,0.0
221,540,0.0
222,543,0.0
223,549,0.0
224,553,0.0
225,557,0.0
226,563,0.0
227,565,0.0
228,566,0.0
229,568,0.0
230,572,0.0
231,575,0.0
232,577,0.0
233,578,0.0
234,579,0.0
235,582,0.16666666666666666
236,583,0.0
237,584,0.0
238,588,0.0
239,590,0.0
240,593,0.0
241,598,0.0
242,599,0.0
243,601,0.0
244,602,0.0
245,604,0.0
246,605,0.0
247,606,0.1111111111111111
248,609,0.0
249,614,0.0
250,615,0.0
251,618,0.0
252,619,0.0
253,620,0.0
254,623,0.0
255,631,0.0
256,636,0.0
257,640,0.0
258,643,0.1111111111111111
259,647,0.125
260,652,0.0
261,656,0.0
262,658,0.0
263,662,0.0
264,669,0.0
265,672,0.0
266,674,0.0
267,675,0.0
268,676,0.0
269,679,0.0
270,685,0.0
271,689,0.0
272,691,0.0
273,692,0.0
274,695,0.0
275,698,0.0
276,699,0.0
277,700,0.0
278,703,0.0
279,705,0.0
280,710,0.0
281,715,0.0
282,716,0.0
283,719,0.0
284,723,0.0
285,725,0.0
286,729,0.1111111111111111
287,732,0.0
288,733,0.0
289,738,0.25
290,741,0.0
291,742,0.0
292,743,0.1111111111111111
293,744,0.0
294,745,0.16666666666666666
295,750,0.0
296,752,0.0
297,763,0.0
298,765,0.0
299,766,0.0
300,771,0.0
301,773,0.0
302,775,0.0
303,776,0.0
304,778,0.0
305,782,0.0
306,787,0.0
307,790,0.0
308,791,0.16666666666666666
309,793,0.0
310,794,0.0
311,796,0.0
312,798,0.1111111111111111
313,800,0.0
314,802,0.0
315,805,0.0
316,813,0.0
317,816,0.0
318,820,0.0
319,821,0.0
320,833,0.0
321,837,0.0
322,840,0.0
323,842,0.0
324,847,0.0
325,849,0.0
326,850,0.0
327,854,0.0
328,858,0.0
329,859,0.0
330,861,0.0
331,864,0.0
332,865,0.0
333,870,0.0
334,874,0.0
335,875,0.0
336,882,0.0
337,885,0.0
338,886,0.0
339,892,0.0
340,895,0.0
341,905,0.25
342,907,0.0
343,908,0.0
344,913,0.0
345,917,0.0
346,919,0.0
347,922,0.0
348,924,0.0
349,925,0.0
350,926,0.0
351,932,0.0
352,934,0.1111111111111111
353,935,0.0
354,936,0.0
355,939,0.0
356,941,0.0
357,943,0.0
358,945,0.0
359,947,0.0
360,949,0.0
361,957,0.0
362,959,0.0
363,960,0.0
364,961,0.0
365,962,0.0
366,963,0.0
367,970,0.0
368,972,0.0
369,977,0.0
370,979,0.0
371,980,0.0
372,982,0.0
373,983,0.0
374,986,0.0
375,990,0.0
376,998,0.0
377,999,0.0
378,1000,0.0
379,1007,0.0
380,1008,0.0
381,1020,0.0
382,1021,0.0
383,1023,0.0
